shipment_id,step,timestamp,hour,lat,lon,temperature_c,temp_threshold_c,temp_alert,interval_co2_kg,cumulative_co2_kg,distance_km
A-1043,0,2026-07-07T11:41:33,0.0,52.51994,13.40554,5.16,8.0,False,4.363,4.363,0.0
A-1043,1,2026-07-07T11:46:33,0.083,52.5161,13.34247,5.05,8.0,False,3.964,8.327,4.51
A-1043,2,2026-07-07T11:51:33,0.167,52.51228,13.28092,5.45,8.0,False,3.822,12.149,9.03
A-1043,3,2026-07-07T11:56:33,0.25,52.5078,13.21919,5.13,8.0,False,4.037,16.186,13.54
A-1043,4,2026-07-07T12:01:33,0.333,52.50412,13.15655,4.99,8.0,False,4.365,20.551,18.06
A-1043,5,2026-07-07T12:06:33,0.417,52.49881,13.09504,5.02,8.0,False,4.279,24.83,22.57
A-1043,6,2026-07-07T12:11:33,0.5,52.49574,13.03245,5.38,8.0,False,3.943,28.773,27.08
A-1043,7,2026-07-07T12:16:33,0.583,52.49142,12.97064,4.85,8.0,False,3.837,32.61,31.6
A-1043,8,2026-07-07T12:21:33,0.667,52.48642,12.90876,5.24,8.0,False,4.38,36.99,36.11
A-1043,9,2026-07-07T12:26:33,0.75,52.48334,12.84663,4.95,8.0,False,4.019,41.009,40.62
A-1043,10,2026-07-07T12:31:33,0.833,52.47801,12.78517,4.96,8.0,False,3.795,44.804,45.14
A-1043,11,2026-07-07T12:36:33,0.917,52.47466,12.72249,5.02,8.0,False,4.284,49.088,49.65
A-1043,12,2026-07-07T12:41:33,1.0,52.47031,12.66048,5.68,8.0,False,3.953,53.041,54.17
A-1043,13,2026-07-07T12:46:33,1.083,52.46685,12.59875,5.15,8.0,False,4.084,57.125,58.68
A-1043,14,2026-07-07T12:51:33,1.167,52.4622,12.53749,5.28,8.0,False,3.834,60.959,63.19
A-1043,15,2026-07-07T12:56:33,1.25,52.45779,12.4755,5.27,8.0,False,4.208,65.167,67.71
A-1043,16,2026-07-07T13:01:33,1.333,52.45326,12.41342,5.28,8.0,False,4.049,69.216,72.22
A-1043,17,2026-07-07T13:06:33,1.417,52.45028,12.35167,5.31,8.0,False,4.024,73.24,76.74
A-1043,18,2026-07-07T13:11:33,1.5,52.44598,12.28865,5.56,8.0,False,4.174,77.414,81.25
A-1043,19,2026-07-07T13:16:33,1.583,52.44094,12.22686,5.73,8.0,False,4.24,81.654,85.76
A-1043,20,2026-07-07T13:21:33,1.667,52.43664,12.16465,5.37,8.0,False,4.01,85.664,90.28
A-1043,21,2026-07-07T13:26:33,1.75,52.43304,12.10307,5.2,8.0,False,3.939,89.603,94.79
A-1043,22,2026-07-07T13:31:33,1.833,52.42864,12.04154,5.38,8.0,False,3.765,93.368,99.31
A-1043,23,2026-07-07T13:36:33,1.917,52.42438,11.97962,4.88,8.0,False,3.941,97.309,103.82
A-1043,24,2026-07-07T13:41:33,2.0,52.42116,11.91683,5.14,8.0,False,4.015,101.324,108.33
A-1043,25,2026-07-07T13:46:33,2.083,52.41663,11.85445,5.58,8.0,False,4.293,105.617,112.85
A-1043,26,2026-07-07T13:51:33,2.167,52.41263,11.79277,5.12,8.0,False,4.344,109.961,117.36
A-1043,27,2026-07-07T13:56:33,2.25,52.40764,11.73175,5.46,8.0,False,4.12,114.081,121.88
A-1043,28,2026-07-07T14:01:33,2.333,52.40353,11.66894,5.41,8.0,False,4.12,118.201,126.39
A-1043,29,2026-07-07T14:06:33,2.417,52.40014,11.60725,5.34,8.0,False,3.755,121.956,130.9
A-1043,30,2026-07-07T14:11:33,2.5,52.39522,11.54582,5.52,8.0,False,4.107,126.063,135.42
A-1043,31,2026-07-07T14:16:33,2.583,52.39109,11.48349,5.57,8.0,False,4.234,130.297,139.93
A-1043,32,2026-07-07T14:21:33,2.667,52.38741,11.4213,5.17,8.0,False,3.852,134.149,144.44
A-1043,33,2026-07-07T14:26:33,2.75,52.38283,11.35858,5.51,8.0,False,4.344,138.493,148.96
A-1043,34,2026-07-07T14:31:33,2.833,52.38007,11.29683,5.47,8.0,False,4.127,142.62,153.47
A-1043,35,2026-07-07T14:36:33,2.917,52.37508,11.23526,5.36,8.0,False,4.329,146.949,157.99
A-1043,36,2026-07-07T14:41:33,3.0,52.37164,11.1738,5.62,8.0,False,3.868,150.817,162.5
A-1043,37,2026-07-07T14:46:33,3.083,52.36744,11.11139,5.32,8.0,False,3.831,154.648,167.01
A-1043,38,2026-07-07T14:51:33,3.167,52.36267,11.04854,5.61,8.0,False,3.744,158.392,171.53
A-1043,39,2026-07-07T14:56:33,3.25,52.35888,10.98776,5.07,8.0,False,4.318,162.71,176.04
A-1043,40,2026-07-07T15:01:33,3.333,52.35489,10.92465,5.37,8.0,False,4.114,166.824,180.56
A-1043,41,2026-07-07T15:06:33,3.417,52.35021,10.86278,5.48,8.0,False,4.125,170.949,185.07
A-1043,42,2026-07-07T15:11:33,3.5,52.34573,10.80068,5.32,8.0,False,3.815,174.764,189.58
A-1043,43,2026-07-07T15:16:33,3.583,52.34152,10.7391,5.34,8.0,False,3.798,178.562,194.1
A-1043,44,2026-07-07T15:21:33,3.667,52.33865,10.67692,5.8,8.0,False,4.088,182.65,198.61
A-1043,45,2026-07-07T15:26:33,3.75,52.33378,10.61533,5.59,8.0,False,3.785,186.435,203.12
A-1043,46,2026-07-07T15:31:33,3.833,52.32925,10.55336,5.79,8.0,False,3.893,190.328,207.64
A-1043,47,2026-07-07T15:36:33,3.917,52.32597,10.49126,5.63,8.0,False,4.128,194.456,212.15
A-1043,48,2026-07-07T15:41:33,4.0,52.32117,10.42922,5.36,8.0,False,4.132,198.588,216.67
A-1043,49,2026-07-07T15:46:33,4.083,52.31733,10.36761,5.63,8.0,False,4.009,202.597,221.18
A-1043,50,2026-07-07T15:51:33,4.167,52.3128,10.30459,5.62,8.0,False,3.793,206.39,225.69
A-1043,51,2026-07-07T15:56:33,4.25,52.30934,10.24346,5.61,8.0,False,3.934,210.324,230.21
A-1043,52,2026-07-07T16:01:33,4.333,52.30541,10.18088,5.34,8.0,False,3.867,214.191,234.72
A-1043,53,2026-07-07T16:06:33,4.417,52.30067,10.11897,5.78,8.0,False,4.191,218.382,239.24
A-1043,54,2026-07-07T16:11:33,4.5,52.29618,10.05716,5.54,8.0,False,4.357,222.739,243.75
A-1043,55,2026-07-07T16:16:33,4.583,52.29239,9.99537,5.3,8.0,False,3.868,226.607,248.26
A-1043,56,2026-07-07T16:21:33,4.667,52.28813,9.93364,5.79,8.0,False,3.807,230.414,252.78
A-1043,57,2026-07-07T16:26:33,4.75,52.2845,9.87068,5.53,8.0,False,3.911,234.325,257.29
A-1043,58,2026-07-07T16:31:33,4.833,52.27947,9.80948,6.83,8.0,False,4.21,238.535,261.81
A-1043,59,2026-07-07T16:36:33,4.917,52.27572,9.74719,9.51,8.0,True,4.103,242.638,266.32
A-1043,60,2026-07-07T16:41:33,5.0,52.27184,9.68538,11.55,8.0,True,4.315,246.953,270.83
A-1043,61,2026-07-07T16:46:33,5.083,52.26728,9.62326,12.77,8.0,True,3.899,250.852,275.35
A-1043,62,2026-07-07T16:51:33,5.167,52.26333,9.56087,12.24,8.0,True,3.763,254.615,279.86
A-1043,63,2026-07-07T16:56:33,5.25,52.25988,9.49922,10.32,8.0,True,3.854,258.469,284.38
